"Respondent.Serial";"Respondent.Serial.SourceFile";"Respondent.Origin (1/6)";"Respondent.Origin (2/6)";"Respondent.Origin (3/6)";"Respondent.Origin (4/6)";"Respondent.Origin (5/6)";"Respondent.Origin (6/6)";"Respondent.Origin.Other";"Respondent.ID";"DataCollection.Status (1/9)";"DataCollection.Status (2/9)";"DataCollection.Status (3/9)";"DataCollection.Status (4/9)";"DataCollection.Status (5/9)";"DataCollection.Status (6/9)";"DataCollection.Status (7/9)";"DataCollection.Status (8/9)";"DataCollection.Status (9/9)";"DataCollection.InterviewerID";"DataCollection.StartTime";"DataCollection.FinishTime";"DataCollection.MetadataVersionNumber";"DataCollection.MetadataVersionGUID";"DataCollection.RoutingContext";"DataCollection.Variant";"DataCollection.EndQuestion";"DataCollection.TerminateSignal";"DataCollection.SeedValue";"DataCollection.InterviewEngine";"DataCollection.CurrentPage";"DataCollection.Debug";"DataCollection.ServerTimeZone";"DataCollection.InterviewerTimeZone";"DataCollection.RespondentTimeZone";"DataCollection.BatchID";"DataCollection.BatchName";"DataCollection.DataEntryMode";"DataCollection.Removed";"DataCleaning.Note";"DataCleaning.Status (1/2)";"DataCleaning.Status (2/2)";"DataCleaning.ReviewStatus (1/4)";"DataCleaning.ReviewStatus (2/4)";"DataCleaning.ReviewStatus (3/4)";"DataCleaning.ReviewStatus (4/4)";"PA";"PB";"P1_1";"P1_1.R96";"P1_T (1/10)";"P1_T (2/10)";"P1_T (3/10)";"P1_T (4/10)";"P1_T (5/10)";"P1_T (6/10)";"P1_T (7/10)";"P1_T (8/10)";"P1_T (9/10)";"P1_T (10/10)";"P1_T.R96";"P2_1";"P2_1.R96";"P2_T (1/10)";"P2_T (2/10)";"P2_T (3/10)";"P2_T (4/10)";"P2_T (5/10)";"P2_T (6/10)";"P2_T (7/10)";"P2_T (8/10)";"P2_T (9/10)";"P2_T (10/10)";"P2_T.R96";"P3";"P3.R96";"P4_1";"P4_2";"P4_3";"P4_4";"P4_5";"P4_6";"P4_7";"P4_8";"P4_9";"P4_96";"P4aCOMP";"P5";"P5.R96";"P6";"P6aCOMP";"P6a2COMP";"P6aAnos";"P6a";"P6aDias";"P8COMP";"P8COMP.R96";"P9COMP";"P10COMP";"P11COMP";"P12COMP";"P10";"P13aCOMP";"P13bCOMP";"P11[{R1}].escala";"P11[{R2}].escala";"P11[{R3}].escala";"P11[{R4}].escala";"P11[{R5}].escala";"P11[{R6}].escala";"P11[{R7}].escala";"P11[{R8}].escala";"P13aCOMP2";"P13bCOMP2";"P17[{R1}].escala";"P17[{R2}].escala";"P17[{R3}].escala";"P17[{R4}].escala";"P17[{R5}].escala";"P17[{R6}].escala";"P17[{R7}].escala";"P17[{R8}].escala";"P18[{R01}].escala";"P18[{R02}].escala";"P18[{R03}].escala";"P18[{R04}].escala";"P18[{R05}].escala";"P18[{R06}].escala";"P18[{R07}].escala";"P18[{R08}].escala";"P18[{R09}].escala";"P18[{R10}].escala";"P18[{R11}].escala";"P18[{R12}].escala";"P18[{R13}].escala";"P18[{R14}].escala";"P18[{R15}].escala";"P18[{R16}].escala";"P18[{R17}].escala";"P18[{R18}].escala";"P18[{R19}].escala";"D1";"D2";"D3";"D3.R96";"D4";"D4.R96";"EDJF";"AUTO";"HABI";"BANO";"BOIL";"FOCO";"NSE_Final";"USUARIOS";"NUSUARIOS (1/3)";"NUSUARIOS (2/3)";"NUSUARIOS (3/3)"
17957;;3;;;;;;;500131;1;;;;;;;;;"1453gutierrezdavid061502";"2015-10-13 19:18:42";"2015-10-13 19:31:41";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1408613491;"IOM 6.0";37;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;8;;;;;;;;;;1;;6;8;;;;;;;;;;8;;1;;;;;1;;2;;;;95;;;;"NO CONTESTO";1;0;0;97;;;"PUES TIENE OFERTAS Y RECARGAS GRATIS";1;"NO CONTESTO";5;5;"POR QUE HAY MAS PROMOCIONES Y CREO QUE ES UNA BUENA COMPAÑIA PARA TENER UNA MEJOR COMUNICACION EN TODO EL MUNDO";5;5;5;5;5;5;5;5;5;"PARA TENER UNA MEJOR APLICACION Y TENER TODO LO QUE ESTA OTORGANDO";5;5;5;5;5;5;5;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;2;2;1;;6;;5;2;4;0;2;5;4;"4 Movistar";2;;
17958;;3;;;;;;;500132;1;;;;;;;;;"3175saladinojose";"2015-10-13 19:19:41";"2015-10-13 19:35:09";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1408554383;"IOM 6.0";34;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;95;;;;;;;;;;;6;;95;;;;;;;;;;;;;;;;;;1;;;;;2;95;;;;;7;0;0;97;;;"porque es una telefonia barata no corbra romigy tiene recarga de minima contidad";2;"porque e que no tiene señal no hay muchas antenas de red";1;1;"porque no ocupo radio  y la mayoria de señal cortada otro tipo de telefonia";4;3;2;2;2;1;1;2;2;"porque he escuchado que tiene muen internet es rapido";2;2;2;4;1;2;1;4;6;6;6;6;9;9;6;6;9;9;9;9;9;9;9;9;9;6;9;3;2;1;;1;;9;1;6;1;1;15;9;"4 Movistar";2;;
17959;;3;;;;;;;500134;1;;;;;;;;;"1320martinezdavid031503";"2015-10-13 19:19:46";"2015-10-13 19:28:23";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1408549172;"IOM 6.0";34;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;1;5;7;8;;;;;;;;6;;95;;;;;;;;;;;;;;;;;;1;;;;;2;95;;;;;1;6;0;97;;;"Por que me gusta movistar por que si pones saldo luego, luego te pasa el doble";2;"Por que me gusta mas movistar que unefon es mas barato que el unefon";4;2;"Por que me gusta mas movistar que unefon no lo cambiaria por nada";3;4;1;3;2;4;3;4;2;"por que Iusacel no me gusta mucho la marca prefiero movistar";3;4;2;4;3;2;3;4;6;7;6;6;6;7;6;6;7;6;7;7;6;6;6;7;7;8;6;2;1;1;;6;;10;1;9;1;1;16;1;"4 Movistar";2;;
17960;;3;;;;;;;500133;1;;;;;;;;;"1554alejandreiruby091502";"2015-10-13 19:20:07";"2015-10-13 19:39:10";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1408528346;"IOM 6.0";34;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;95;;;;;;;;;;;6;;95;;;;;;;;;;;;;;;;;;1;;;;;2;95;;;;;2;98;998;97;;;"POR LOS SERVICIOS QUE OFRECE, A)REGARGAS S.O.S  Y LAS RECARGAS DOBLES QUE HACEN ASISTENCIA TELEFONICA AL MOMENTO";2;"PORQUE DESCONOZCO SUS SERVICIOS Y PROMOCIONES 
ESTOY AGUSTO CON LA COMPAÑIA";2;1;"PORQUE LA COMPAÑIA QUE TENGO ME PARECE QUE ESTA BIEN";1;1;1;1;1;1;1;1;1;"PORQUE NO CONOZCO SUS SERVICIOS";1;1;1;1;1;1;1;1;9;9;8;8;9;9;9;8;8;9;7;7;7;7;7;7;7;7;7;3;1;2;;6;;9;1;7;1;1;11;1;"4 Movistar";2;;
17961;;3;;;;;;;500135;1;;;;;;;;;"1424JIMENEZFELIPE061504";"2015-10-13 19:20:12";"2015-10-13 19:33:38";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1408523604;"IOM 6.0";37;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;;;;;;;;;;;1;;6;;;;;;;;;;;6;;1;;;;;1;;;;;2;95;;;;"me siento bien con la compañía";3;98;998;97;;;"ya me acostumbre a las dos compañías estoy agusto con las dos";2;"por que es caro y tiene mal servicio";4;2;"por que la señal no es buena y es caro";2;2;2;2;1;2;2;2;1;"por que no es buena la señal";2;2;2;2;2;1;2;2;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;4;2;5;;4;;9;1;8;1;1;12;1;"4 Movistar";2;;
17962;;3;;;;;;;500136;1;;;;;;;;;"1613liamsantiago101503";"2015-10-13 19:20:21";"2015-10-13 19:28:02";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1408513900;"IOM 6.0";34;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;7;8;;;;;;;;;6;;95;;;;;;;;;;;;;;;;;;1;;;;;2;95;;;;;5;3;15;97;;;"porque me salen baratos los minutos de llamada  y tiene buena recepcion";2;"porque me han contado que tiene mala recepcion";4;2;"porque llevo tiempo con la compañía de movistar";4;4;4;2;2;4;2;4;2;"porque movistar me ofrece buenos paquetes, no tengo pensando cambiar de campañia";4;4;4;2;2;4;2;4;7;7;7;7;7;7;6;7;7;6;7;7;7;7;7;7;7;7;7;2;1;1;;6;;5;1;5;1;1;8;2;"4 Movistar";2;;
17963;;3;;;;;;;500137;1;;;;;;;;;"1610canasgabriela101503";"2015-10-13 19:22:49";"2015-10-13 19:28:04";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1408365996;"IOM 6.0";34;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;1;5;9;;;;;;;;;6;;95;;;;;;;;;;;;;;;;;;1;;;;;2;95;;;;;6;4;10;97;;;"PORQUE TIENE EL MEJOR SERVICIO POR LOS MEGAS Y TIENE MAS PROMOCIONES DURANTE EL AÑO";2;"PORQUE NO ME CONVENZE ME PARECE MEJOR MOVISTAR CON MAYOR COBERTURA";4;1;"PORQUE NO ESTOY INTERESADA EN CAMBIAR";1;1;1;1;1;1;1;1;1;"PORQUE NO ESTOY INTERESADA EN CAMBIAR";1;1;1;1;1;1;1;1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;3;2;2;;4;;5;1;5;1;1;8;2;"4 Movistar";2;;
17964;;3;;;;;;;500138;1;;;;;;;;;"1584chagalapatricia101503";"2015-10-13 19:24:03";"2015-10-13 19:37:38";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1408292098;"IOM 6.0";37;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;2;;;;;;;;;;;1;;2;;;;;;;;;;;1;;1;1;;;;;;;;;2;95;;;;"porque según me dan el doble de tiempo aire";1;6;13;2;;"porque siempre me dio buen servicio normalmente siempre tuve promociones y buena atención al cliente";;2;"porque estoy a gusto con movistar no me llama la atención no se que planes tiene";5;1;"porque estoy a gusto con mi movistar y no conozco bien la empresa y no se que beneficios tedria";2;1;4;1;1;2;4;4;4;"porque no eh tenido esa compañía tuve buenas experiencias";1;1;2;2;2;2;2;4;6;6;6;6;6;6;6;6;6;6;7;6;6;6;6;6;6;6;6;4;2;2;;4;;6;2;3;1;1;3;4;"4 Movistar";2;;
17965;;3;;;;;;;500001;1;;;;;;;;;"1355HERNANDEZORALIA051403";"2015-10-13 19:24:17";"2015-10-13 19:30:05";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1408278214;"IOM 6.0";34;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;1;;;;;;;;;;;6;;95;;;;;;;;;;;;;;;;;;1;;;;;2;95;;;;;1;0;0;1;;"POR QUE EL SRVICIO ES MAS EFICIENTE Y EL COSTO ES MAS BAJO";;1;"POR QUE HAY QUE PROBAR CON OTROS SERVICIOS DE TELEFONIA";4;4;"POR QUE MENCIONA QUE PUEDO RECARGAR 200 PESOSY ME DA REDES SOCIALES GRATIS";2;2;4;4;4;4;4;4;4;"POR EL RADIO ILIMITADO";2;2;4;4;4;4;4;4;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;4;1;2;;1;;11;1;5;2;1;8;1;"4 Movistar";2;;
17966;;3;;;;;;;500002;1;;;;;;;;;"1417lopezgricelda061502";"2015-10-13 19:24:31";"2015-10-13 19:39:57";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1408264580;"IOM 6.0";34;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;5;6;7;8;;;;;;;;6;;95;;;;;;;;;;;;;;;;;;1;;;;;2;95;;;;;5;2;10;2;;"EL COSTO DEL MINUTO CUESTA MAS BARATO PORQUE ES LA QUE USA MI ESPOSO";;2;"PORQUE NO SE CUALES SON LOS PLANES DE UNEFON Y LA COBERTURA NO ES AL 100%EN TODOS LADOS";1;1;"PORQUE ESTOY BIEN CON MI COMPAÑIA ME GUSTA MI COBERTURA";5;5;4;4;1;2;1;5;4;"PORQUE MI ESPOSO ES COMUNIDAD IUSACELL";5;5;4;4;1;1;1;5;6;9;6;6;6;6;8;6;9;6;6;6;8;7;8;8;6;6;6;4;2;2;;6;;11;1;8;1;1;15;1;"4 Movistar";2;;
17967;;3;;;;;;;500005;1;;;;;;;;;"1461garciabrayan061502";"2015-10-13 19:24:52";"2015-10-13 19:34:17";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1408243395;"IOM 6.0";32;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;5;6;7;8;;;;;;;;6;;95;;;;;;;;;;;;;;;;;;1;;;;;2;95;;;;;5;10;7;5;;"POR QUE CREO QUE ES MAS BARATO EN LAS LLAMADAS CON OTRAS COMPAÑIAS";;;;5;4;"POR QUE TODOS MIS CONTACTOS SON TELCEL Y EN UNEFON TENGO NUMEROS FRECUENTES GRATUTITOS";4;4;4;4;2;4;2;4;4;"POR QUE NO HE ESCCUCHADO MUCHO DE IUSACELL, NOSE SI COMBIENE O NO";4;4;4;2;2;2;2;2;7;9;9;9;7;7;9;9;7;7;7;7;7;7;9;7;7;7;7;3;2;1;;3;;10;1;6;2;1;12;1;"4 Movistar";2;;
17968;;3;;;;;;;500006;1;;;;;;;;;"1583gomezangel101503";"2015-10-13 19:24:58";"2015-10-13 19:40:00";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1408236921;"IOM 6.0";36;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;5;6;8;;;;;;;;;6;;95;;;;;;;;;;;;;;;;;;1;;;;;1;1;;"porque me salian muy caras las llamadas a movistar y mis familiares son movistar";"porque es muy caro y se va mucho la señal";;1;0;0;97;;;"porque todos mis familiares son movistar y tengo llamadas gratis";2;"porque no tiene telefonos buenos, no me gustan sus equipos";5;4;"porque te dan mas movistar como tiempo y megas";5;4;5;2;4;2;4;4;4;"porque te ofrece redes ilimitadas y el saldo que te den";4;4;4;4;4;4;4;4;6;9;6;9;9;9;6;6;7;9;7;7;9;9;6;7;9;9;6;2;2;1;;6;;11;2;5;3;1;16;1;"4 Movistar";2;;
17969;;3;;;;;;;500004;1;;;;;;;;;"1589garciamirna101501";"2015-10-13 19:25:55";"2015-10-13 19:45:30";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1408180542;"IOM 6.0";34;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;95;;;;;;;;;;;6;;95;;;;;;;;;;;;;;;;;;1;;;;;2;95;;;;;3;2;14;6;;"PORQUE LOS NUEVOS PLANES DE COBERTURA QUE ESTAN OFRECIENDO DESPUES DE FUCION";;2;"POR SU COBERTURA QUE TIENE ACTUALMNT NO TIENE LA MEJOR RECEPCION";2;1;"PORQUE NO TIENE RECEPCION, MOVISTAR TE OFRECE EL DOBLE DE SALDO EN RECARGAS";1;1;2;2;1;4;1;4;4;"PORQ LA REECEPCION ES MEJOR, TIENE MEJOR COBERTURA";1;2;2;1;1;4;1;4;6;9;9;6;6;9;9;9;9;6;6;6;9;7;6;8;8;6;6;3;1;1;;3;;12;2;5;2;1;12;2;"4 Movistar";2;;
17970;;3;;;;;;;500009;1;;;;;;;;;"1013gamaesteban111402";"2015-10-13 19:26:47";"2015-10-13 19:37:46";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1408127845;"IOM 6.0";36;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;8;;1;5;6;7;;;;;;;;6;;1;;;;;;;;;;;6;;1;;;;;1;;;;;2;95;;;;;0;6;0;97;;;"POR LOS BENEFICIOS SE REFIERE A LOS MINUTOS QUE ME DA POR BAJO COSTO";2;"POR QUE ESTOY CONFORME CON TELCEL Y MOVISTAR";5;1;"POR QUE ESTOY AGUSTO CON TELCEL";2;2;1;1;1;1;2;4;2;"POR QUE SE ESCUCHA ATRACTIVO LO DE LOS BENEFICIOS MAGBITES, POR QUE PUEDO NAVEGAR EN INTERNET MAS TIEMPO";2;4;2;2;1;1;1;4;6;6;6;6;6;6;8;8;6;6;8;7;7;7;6;8;6;6;6;5;2;2;;4;;9;2;7;1;1;10;3;"4 Movistar";2;;
17971;;3;;;;;;;500008;1;;;;;;;;;"1280perezjose031501";"2015-10-13 19:26:52";"2015-10-13 19:37:26";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1408123414;"IOM 6.0";34;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;5;;1;6;;;;;;;;;;6;;95;;;;;;;;;;;;;;;;;;1;;;;;2;95;;;;;2;0;0;97;;;"POR QUE ME BRINDA MUCHOS BENEFICIOS ME REGALA SALDO";2;"POR QUE ESTOY AGUSTO CON MOVISTAR Y POR QUE ME BRINDAN BUEN SERVICIO";5;1;"POR QUE ESTOY AGUSTO CON MI LINEA QUE TENGO";1;1;1;1;1;1;1;1;1;"POR QUE NO QUIERO CAMBIAR DE MOVISTAR";1;1;1;1;1;1;1;1;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;5;2;1;;1;;9;1;8;1;1;10;1;"4 Movistar";2;;
17972;;3;;;;;;;500007;1;;;;;;;;;"1614vazquezdavid101501";"2015-10-13 19:27:05";"2015-10-13 19:39:00";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1408110341;"IOM 6.0";34;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;95;;;;;;;;;;;6;;95;;;;;;;;;;;;;;;;;;1;;;;;2;95;;;;;1;6;20;1;;"por sus planes que ofrece,te dan un telefono,pagas 100 pesos y te dan muchos megas";;2;"por su cobertura no es muy amplia";2;2;"por que me parece que unefon no tiene cobertura muy amplia,sus planes no son muy buenos,ledan mucha publicidad a sus servicios";2;2;4;4;2;2;2;2;1;"por que lla tube iusacel y no me funciona muy bien,por que viajo bastante y no tengo buena red";4;4;4;2;2;4;4;2;9;9;9;9;9;9;9;9;9;9;9;9;7;9;9;7;9;9;9;2;1;1;;1;;12;1;7;2;1;14;1;"4 Movistar";2;;
17973;;3;;;;;;;500010;1;;;;;;;;;"1435munozgerson061504";"2015-10-13 19:28:14";"2015-10-13 19:34:55";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1408041405;"IOM 6.0";36;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;;;;;;;;;;;6;;95;;;;;;;;;;;;;;;;;;1;;;;;2;1;;"me parecieron mejor los planes de prepago de movistar";"su red falla mucho se pierde mucho";;1;0;0;97;;;"por que funciona bien y no se va mucho la señal como telcel";2;"porque su prepago no es bueno casi son puros planes";4;2;"por que no tiene mucho prestigio y no es muy conocido";1;2;2;1;2;2;1;4;1;"por que me he enterado quitan los minutos y todavia no vence el tiempo";1;1;1;1;1;1;1;1;7;7;8;9;9;9;6;6;9;9;9;7;7;9;7;8;9;9;9;2;1;5;;1;;9;1;5;1;1;10;2;"4 Movistar";2;;
17974;;3;;;;;;;500003;1;;;;;;;;;"1412serranoveronica061502";"2015-10-13 19:28:34";"2015-10-13 19:41:18";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1408021530;"IOM 6.0";34;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;1;;;;;;;;;;;6;;95;;;;;;;;;;;;;;;;;;1;;;;;2;95;;;;;1;3;15;97;;;"PORQUE SALEN MAS BARATOS LOS MINUTOSTE COBRAN POR SEGUNDO Y DURA MAS EL CREDITO";2;"PORQUE NO ME GUSTA NO TIENE BUENA SEÑAL";5;4;"PORLOS MEGAS QUE DAN 400 MEGAS POR EL SALDO SALE BIEN YA COMBIENE";4;4;5;4;2;2;1;5;2;"POR LA COMPAÑIA QUE NO ME GUSTA NO TIENE BUENA COBERTURA";1;2;5;4;4;2;2;4;6;7;6;6;9;6;6;6;6;7;7;6;6;6;6;7;6;6;8;2;2;1;;8;;9;1;5;2;1;10;2;"4 Movistar";2;;
17975;;3;;;;;;;500011;1;;;;;;;;;"1613liamsantiago101503";"2015-10-13 19:28:46";"2015-10-13 19:33:55";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1408008847;"IOM 6.0";34;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;8;;;;;;;;;;6;;95;;;;;;;;;;;;;;;;;;1;;;;;2;95;;;;;2;98;98;97;;;"porque cubre todas mis necesidades, tiene llamadas y mensajes";2;"porque estoy muy agusto con movistar";3;1;"porque me siento agusto con movistar";1;1;1;1;1;1;1;1;3;"porque seria lo mismo que me da movistar solo cambia el nombre de la marca";1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;4;1;2;;1;;6;2;4;1;1;7;4;"4 Movistar";2;;
17976;;3;;;;;;;500014;1;;;;;;;;;"1615hernandezluis101501";"2015-10-13 19:29:07";"2015-10-13 19:45:56";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1407988536;"IOM 6.0";34;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;1;5;7;8;;;;;;;;6;;95;;;;;;;;;;;;;;;;;;1;;;;;2;95;;;;;2;0;0;1;;"por que es lamas grande, tiene mayoy cobertura";;2;"por que no conosco la marca muy bien";4;4;"por los beneficios que ofrece,  todo lo que menciono";4;5;5;5;4;4;4;4;5;"por todos los beneficios que ofrece todos los mencionados";4;5;4;3;4;4;5;5;7;7;6;6;6;6;6;6;6;6;6;7;6;9;9;6;6;7;7;2;1;1;;6;;11;1;7;1;1;20;1;"4 Movistar";2;;
17977;;3;;;;;;;500013;1;;;;;;;;;"1610canasgabriela101503";"2015-10-13 19:29:07";"2015-10-13 19:35:58";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1407987803;"IOM 6.0";32;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;8;;1;6;7;;;;;;;;;6;;95;;;;;;;;;;;;;;;;;;1;;;;;2;95;;;;;3;6;5;5;;"´PORQUE SU COBERTURA ES A NIVEL NACIONAL";;;;4;4;"PORQUE NECESITO MAS INFORMACION DE LOS SERVICIOS QUE DA";2;2;4;2;2;2;4;4;1;"PORQUE EN OTRAS OCASIONES TUVE IUSACELL Y LAS RECARGAS QUE LE HACIA NO ME DURABAN NADA";1;1;1;1;1;1;1;1;7;6;7;6;7;7;7;7;7;6;7;7;6;6;7;7;7;8;7;4;1;1;;3;;11;1;4;1;1;10;1;"4 Movistar";2;;
17978;;3;;;;;;;500016;1;;;;;;;;;"1220garciafernando121402";"2015-10-13 19:29:17";"2015-10-13 19:46:52";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1407978333;"IOM 6.0";37;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;1;7;8;;;;;;;;;1;;6;;;;;;;;;;;1;;1;;;;;2;;;;;2;95;;;;"POR QUE ES UNA MARCA MUNDIALMENTE CONOCIDA Y PUEDES HABLAR A OTROS PAISES MÁS BARATROS";0;6;12;3;;"POR QUE REGALAN TIEMPO AIRE";;2;"POR QUE HAY NUY POCOS NÚMEROS DE UNEFON Y SU COBERTURA DE ÁREA ES MUY POCA";5;4;"POR QUE LO QUE OFFRECISTE, LO DE LAS LLAMADAS A ESTADOS UNIDOS Y QUE SE PUEDEN COMPRAR APPS CON MI SALDO";2;4;4;4;1;4;4;4;4;"POR LOS BENEFICIOS QUE ME DARÍA LA COMPAÑÍA, SE PUEDEN COMPRAR APPS CON MI SALDO Y LLAMAR A ESTADOS UNIDOS";4;4;4;2;2;4;4;4;6;7;7;7;6;6;6;6;6;7;6;6;6;6;7;6;6;6;6;2;2;1;;6;;5;2;4;1;1;6;4;"4 Movistar";2;;
17979;;3;;;;;;;500018;1;;;;;;;;;"1169CHAVEZDIANA121402";"2015-10-13 19:29:37";"2015-10-13 19:40:25";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1407958677;"IOM 6.0";36;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;8;;1;5;6;;;;;;;;;6;;1;;;;;;;;;;;6;;2;;;;;1;;;;;2;95;;;;;3;4;15;2;;"POR SU COVERTURA Y SUS PLANES SON ACCSESIBLES";;2;"NO CONOSCO MUY BIEN LOS PLANES Y NO SE COMO ME FUNCIONE";4;1;"POR QUE NO CONOSCO LOS PLANES Y MIS CONTACTOS SON MAYORMENTE MOVISTAR O TELCEL";2;2;2;4;4;2;2;2;4;"POR QUE CONOSCO SUS PLANES Y OFRECEN MINUTOS A TELCEL Y MOVISTAR";4;4;4;4;4;4;4;4;6;6;6;6;6;6;6;6;6;7;6;6;6;7;6;6;6;6;6;3;2;1;;8;;11;1;7;2;1;15;1;"4 Movistar";2;;
17980;;3;;;;;;;500020;1;;;;;;;;;"2956cerecerojesus";"2015-10-13 19:29:53";"2015-10-13 19:34:48";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1407942516;"IOM 6.0";36;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;5;;1;6;8;;;;;;;;;6;;1;;;;;;;;;;;6;;2;;;;;1;;;;;2;95;;;;;1;6;0;97;;;"porque tiene buena recepción de señal bajo costo en recargas y redes sociales";2;"porque no la conozco y tiene poca recepcion";1;1;"porque la compañia que conozco tiene mejor recepción y no conozco unefon";1;1;1;1;1;1;1;1;1;"porque no conozco Iusacell y no me gusta, no me convence";1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;3;1;1;;5;;9;1;8;2;1;15;1;"4 Movistar";2;;
17981;;3;;;;;;;500017;1;;;;;;;;;"1523sanchezmario071504";"2015-10-13 19:29:54";"2015-10-13 19:42:48";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1407940924;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;95;;;;;;;;;;;6;;95;;;;;;;;;;;;;;;;;;1;;;;;1;7;;"POR EL SERVICIO DE TELEFOMIA Y ATENCION A CVLIENTES, EN EL ESTUDIO NO HAY RED.";;;3;3;20;3;;"POR SUS TARIFAS SON MAS BARATAS, NO ESTA TAN SATURADA LA RED.";;2;"NO ME GUSTA SU SERVICIO TIENE  MUY POCOS LADOS RED.";3;4;"POR QUE LAS TARIFAS QUE OFRECEN PROBABLEMENTE LO PENSARIA.";5;4;4;4;2;4;4;4;5;"POR QUE TENGO CONOCIDOS CON ESTA COMPAÑIA Y LES DAN MUY BUEN SERVICIO.";4;5;4;4;2;4;5;4;6;6;6;6;6;6;6;6;6;6;6;7;6;7;6;6;6;6;6;2;2;1;;6;;11;1;6;2;1;12;1;"4 Movistar";2;;
